positive,negative,rating,comments,category,comments_preprocessed
,"Sve kako treba, preljubazni su svi, hrana dobra, parking obezbeđen, sve na svom mestu.",10," Sve kako treba, preljubazni su svi, hrana dobra, parking obezbeđen, sve na svom mestu.",pozitivan,trebati preljubazan sav hrana dobar parking obezbediti sav mesto
Sve ok,Nemam komentar,10,Sve ok Nemam komentar,pozitivan,sav ok nemati komentar
,"Doručak je uglavnom svinjski i nije imalo izbora, imajte obzira da dolaze i gosti koji ne jedu svinjsko meso.",10," Doručak je uglavnom svinjski i nije imalo izbora, imajte obzira da dolaze i gosti koji ne jedu svinjsko meso.",pozitivan,doručak uglavnom svinjski imati izbor imatti obzir dolaziti gost jesti svinjski mes
Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou.,"Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",4,"Lokacija poznata od ranije i to je bio preduslov za izbor hotela. Prihvatljiv bar i ljubazna konobarica. Recepcioneri na nivou. Parking se naplaćuje, radnik na parkingu i recepcioner ne daju usaglašene informacije: recepcioner je rekao da ima slobodnih mesta, a radnik da je sve zauzeto i poslao me je da tražim parking okolo između zgrada.
Doručak nešto ispod proseka, lošije nego u drugim hotelima sličnog ranga.
Mini bar u sobi je bio prazan.
Kupatilo u starom maniru, zahteva se renoviranje.",neutralan,lokacija poznat rano preduslov izbor hotel prihvatljiv bar ljubazan konobarica recepcioner nivo parking naplaćivati radnik parking recepcioner dati usaglašen informacija recepcioner reći imati slobodan mesto radnik sav zauzeti poslati tražiti parking okolo između zgrada doručak ispod prosek loše drugi hotel sličan ranga mina bar soba prazan kupatilo star manira zahtevati renoviranje
Lokacija,"Nema dovoljno obezbeđenog parkinga
Zagusljiva neizluftirana soba neugodan boravak u istoj",3,"Lokacija Nema dovoljno obezbeđenog parkinga
Zagusljiva neizluftirana soba neugodan boravak u istoj",negativan,lokacija nemati dovoljno obezbediti parking zagusljiv neizluftiran soba neugodan boravak isti
Doručak je bio odličan i higijena hotela,"Bazen nismo mogli da koristimo jer je bila školica plivanja to nigde nije pisalo da se bazen ne moze koriatiti subotom pre podne. Verovatno ne bih rezervisao. Sobe minijaturne, delimicno renovirane, neudobne. Osoblje nezainteresovano. Imali smo problem sa kreditnom karticom, ali službenica umesto da pomogne (problem je bio u hotelskom terminalu) je rekla ne znam a da vi platite u kesu. Sve u svemu nista za te pare...",3,"Doručak je bio odličan i higijena hotela Bazen nismo mogli da koristimo jer je bila školica plivanja to nigde nije pisalo da se bazen ne moze koriatiti subotom pre podne. Verovatno ne bih rezervisao. Sobe minijaturne, delimicno renovirane, neudobne. Osoblje nezainteresovano. Imali smo problem sa kreditnom karticom, ali službenica umesto da pomogne (problem je bio u hotelskom terminalu) je rekla ne znam a da vi platite u kesu. Sve u svemu nista za te pare...",negativan,doručak odličan higiti hotel bazen moći koristiti školica plivanje nigde pisati bazen moći koriatiti subota podna verovatno rezervisati soba minijaturan delimicno renoviran neudoban osoblje nezainteresovati imati problem kreditan kartica službenica umesto pomoći problem hotelski terminal reći platiti kes sav nista para
"Ljubazno osoblje, čistoća hotela, odličan švedski sto za doručak, spa centar, obezbjeđen parking.
Vraćamo se svaki put u ovaj hotel.",,10,"Ljubazno osoblje, čistoća hotela, odličan švedski sto za doručak, spa centar, obezbjeđen parking.
Vraćamo se svaki put u ovaj hotel. ",pozitivan,ljubazan osoblje čistoć hotel odličan švedski sto doručak spa centar obezbjediti parking vraćati svaki ovaj hotel
,"Gospođa, koja je radila za recepcijom u popodnevnoj smeni, bila je jako ljubazna i predusretljiva sve pohvale za nju. Međutim, recepcioner u noćnoj smeni, Stefan mislim da mu je ima, prvo nije nas pozvao, a imale smo naručeno buđenje za avion rano ujutru, što znači da je bilo do njega propustile bismo avion,  onda je bio jako neljubazan i kad smo mu objašnjavale da imamo zakazan taksi do aerodroma.",3," Gospođa, koja je radila za recepcijom u popodnevnoj smeni, bila je jako ljubazna i predusretljiva sve pohvale za nju. Međutim, recepcioner u noćnoj smeni, Stefan mislim da mu je ima, prvo nije nas pozvao, a imale smo naručeno buđenje za avion rano ujutru, što znači da je bilo do njega propustile bismo avion,  onda je bio jako neljubazan i kad smo mu objašnjavale da imamo zakazan taksi do aerodroma.",negativan,gospođ raditi recepcija popodnevan smeni jako ljubazan predusretljiv sav pohvati međutim recepcioner noćni smeni stefan misliti imati prvo pozvati imati naručiti buđenje avion rano ujutru značiti do propustiti avion onda jako neljubazan kad objašnjavati imati zakazan taksi do aerodrom
Dorucak ok,Katastrofa  sauna i bazen odvratno prljave pločice sa zalepljenim slinama tusevi puni dlaka uzas!!!,3,Dorucak ok Katastrofa  sauna i bazen odvratno prljave pločice sa zalepljenim slinama tusevi puni dlaka uzas!!!,negativan,dorucak ok katastrofa saunati bazen odvratno prljaviti pločica zalepljen slina tusev puni dlak uzas
,"Sobarica mi je ukrala novac, trazio sam na recepciji da mi vrate kamere, rekli su da kamere u hodniku ne pokrivaju ulaz u moju sobu.
Strasno,vodite racuna!",1," Sobarica mi je ukrala novac, trazio sam na recepciji da mi vrate kamere, rekli su da kamere u hodniku ne pokrivaju ulaz u moju sobu.
Strasno,vodite racuna!",negativan,sobarica ukrati novac traziti recepcija vratiti kamera reći kamera hodnik pokrivati ulaz soba strasnovoditi racuna
Sve je fenomenalno,,10,Sve je fenomenalno ,pozitivan,sav fenomenalan
Sve🥰,,10,Sve🥰 ,pozitivan,sav
sve je ok osim sto su sobe neodrzavane i zapustene….osoblje je ljubazno i hotel je lep….,,6,sve je ok osim sto su sobe neodrzavane i zapustene….osoblje je ljubazno i hotel je lep…. ,neutralan,sav ok osim sto soba neodrzavan zapusteneosoblje ljubazan hotel lep
"Stvarno odlican apartman, vlasnici vrlo ljubazni. Sve preporuke!",,10,"Stvarno odlican apartman, vlasnici vrlo ljubazni. Sve preporuke! ",pozitivan,stvarno odlicati apartman vlasnik ljubazan sav preporuka
"Ljubaznost domaćina i čistoća apartmana.
Dragan i Goga su nas dočekali sa toliko topline, da nam je odmah bilo jasno da smo napravili pravi izbor. Ljudi prosto odišu dobrotom i prijatnošću.
Sve su nam spremili, da nismo morali da se angažujemo oko bilo čega. 
Od kreveca i posteljine za našu dvogodišnju devojčicu, do jabuka i smeđeg šećera.
Apartman, čista desetka. Nov nameštaj, potpuno isto, kao na fotografijama u opisu.
Čisto kupatilo, udobni i čisti dušeci i jastuci, što je nama najbitnije. 
Stočić i stolice za terasu, dodatni plus.
Na parkingu uvek mesta.
Da ne zaboravim lokaciju. Mirno i tiho. Drugi red od šume. 
Idealno provedenih sedam dana.",Nema toga što nam se nije dopalo.,10,"Ljubaznost domaćina i čistoća apartmana.
Dragan i Goga su nas dočekali sa toliko topline, da nam je odmah bilo jasno da smo napravili pravi izbor. Ljudi prosto odišu dobrotom i prijatnošću.
Sve su nam spremili, da nismo morali da se angažujemo oko bilo čega. 
Od kreveca i posteljine za našu dvogodišnju devojčicu, do jabuka i smeđeg šećera.
Apartman, čista desetka. Nov nameštaj, potpuno isto, kao na fotografijama u opisu.
Čisto kupatilo, udobni i čisti dušeci i jastuci, što je nama najbitnije. 
Stočić i stolice za terasu, dodatni plus.
Na parkingu uvek mesta.
Da ne zaboravim lokaciju. Mirno i tiho. Drugi red od šume. 
Idealno provedenih sedam dana. Nema toga što nam se nije dopalo.",pozitivan,ljubaznost domaćina čistoć apartman dragan gog dočekati toliko toplina jasan napraviti pravi izbor čovek prosto odisati dobrot prijatnost sav spremiti morati angaživati oko kreveca posteljina dvogodišnji devojčica do jabuka smed šećer apartman čist desetka nov nameštaj potpuno isto kao fotografija opis čisto kupatilo udoban čist dušec jastuka zotan stočić stolica teras dodatan plus parking uvek mesto zaboraviti lokacija mirno tiho drugi red šuma idealno provesti sedam dan nemati dopasti
"Lep apartman, sve novo, cisto.
Lep pogled, centar 20 minuta laganim hodom.
Domacini super.",,10,"Lep apartman, sve novo, cisto.
Lep pogled, centar 20 minuta laganim hodom.
Domacini super. ",pozitivan,lep apartman sav nov cisto lep pogled centar minuta lagan hod domacina super
"Pre svega utisak su mi ostavili vlasnici apartmana koji su izuzetno ljubazni i neverovatni ljudi. Jako lepa dobrodošlica. Apartman se nalazi na mirnoj lokaciji, krevet udoban, jastuci savršeni što mi se retko dešava na putovanjima. Nov, moderno opremljen, čistoća 10. Vratiću se sigurno 😊",/,10,"Pre svega utisak su mi ostavili vlasnici apartmana koji su izuzetno ljubazni i neverovatni ljudi. Jako lepa dobrodošlica. Apartman se nalazi na mirnoj lokaciji, krevet udoban, jastuci savršeni što mi se retko dešava na putovanjima. Nov, moderno opremljen, čistoća 10. Vratiću se sigurno 😊 /",pozitivan,utisak ostaviti vlasnik apartman izuzetno ljubazan neverovatan čovek jako lep dobrodošlica apartman nalaziti miran lokacija krevet udoban jastuka savršiti retko dešavati putovanje nov moderno opremiti čistoć vratiti siguran
Cisto na prvom mestu.Sve je novo u apartmanu.Predivan deo za setnju .Ja sam bio poslom.ali cu otici i privatno.Ljubazni domacini.Poseduje sve sto je potrebno apartmanu.Kompletna kuhinja.Lep dnevni boravak.Spavaca soba bracni krevet.Ocena najvisa 10+,Nemamo nikakvih zamerki.Sve je u najboljem redu.,10,Cisto na prvom mestu.Sve je novo u apartmanu.Predivan deo za setnju .Ja sam bio poslom.ali cu otici i privatno.Ljubazni domacini.Poseduje sve sto je potrebno apartmanu.Kompletna kuhinja.Lep dnevni boravak.Spavaca soba bracni krevet.Ocena najvisa 10+ Nemamo nikakvih zamerki.Sve je u najboljem redu.,pozitivan,cisto mestusva nov apartmanupredivan deo setnja poslomal otica privatnoljubazan domaciniposedivati sto potreban apartmanukomometanno kuhinjaliti dnevni boravakspavac soba bracan krevetiti najvisa nemati nikakav zamerkisva dobar red
"I više nego zadovoljni! Sve je novo, čisto, lokacija je mirna, a domaćini preljubazni! Izašli su nam u susret čak i sa prevozom od stanice do apartmana! Sve preporuke. Super izbor i za porodicu i prijatelje. :)",,10,"I više nego zadovoljni! Sve je novo, čisto, lokacija je mirna, a domaćini preljubazni! Izašli su nam u susret čak i sa prevozom od stanice do apartmana! Sve preporuke. Super izbor i za porodicu i prijatelje. :) ",pozitivan,mnogo zadovoljan sav nov čist lokacija miran domaćina preljubazan izaći susret čak prevoz stanica do apartman sav preporuka super izbor porodica prijatelj
"Smeštaj je dobro opremljen, domacini odlicni, vrlo smo zadovoljni!",,10,"Smeštaj je dobro opremljen, domacini odlicni, vrlo smo zadovoljni! ",pozitivan,smeštaj dobro opremiti domacina odlican zadovoljan
"Domaćini su divni i ljubazni. Lokacija objekta je odlična, izuzetno je čisto, sve je kao na slikama. Definitivno planiramo opet doći.",,10,"Domaćini su divni i ljubazni. Lokacija objekta je odlična, izuzetno je čisto, sve je kao na slikama. Definitivno planiramo opet doći. ",pozitivan,domaćina divni ljubazan lokacija objekt odličan izuzetno čisto sav kao slika definitivno planirati opet doći
"Prelep je,sve je kao i na slikama. Cisto,mirno,10 minuta peske do centra Zlatibora. 
Ne pamtim kad sam tako lepo spavala,krevet je preudoban cista 10-ka!
Gazde su predivni ljudi,sve pohvale i za njih,i da ja cu se vratiti ponovo kod njih,cim se ponovo umorim.",,10,"Prelep je,sve je kao i na slikama. Cisto,mirno,10 minuta peske do centra Zlatibora. 
Ne pamtim kad sam tako lepo spavala,krevet je preudoban cista 10-ka!
Gazde su predivni ljudi,sve pohvale i za njih,i da ja cu se vratiti ponovo kod njih,cim se ponovo umorim. ",pozitivan,prelep kao slika cistomirno minuta peska do centar zlatibor pamtiti kad lepo spavalakrevet preudoban cist gazda predivan ljudisvo pohvati njiha vratiti ponovo kod njihac ponovo umoriti
"Identično kao na slikama. Čisto, novo, prostorno, lepo. Sve kao što piše u opisu i kako izgleda na slikama. Domaćini dostupni, prijatni, topli i vedri ljudi. Smeštaj i usluga za visoku ocenu. Sledeći put dovodimo i ljubimca sa nama.",,10,"Identično kao na slikama. Čisto, novo, prostorno, lepo. Sve kao što piše u opisu i kako izgleda na slikama. Domaćini dostupni, prijatni, topli i vedri ljudi. Smeštaj i usluga za visoku ocenu. Sledeći put dovodimo i ljubimca sa nama. ",pozitivan,identično kao slika čisto nov prostoran lepo kao pisati opis izgledati slika domaćina dostupan prijatan topla vedra čovek smeštaj usluga visok ocena sledeći dovoditi ljubimac
Sve je super,Nema toga,10,Sve je super Nema toga,pozitivan,sav super nemati
"Izuzetni domacini, jako prijatni i ljubazni.. Objekat je uredjen sa ukusom, sve je novo i jako cisto... Nase preporuke... Doci cemo ponovo sigurno.",,10,"Izuzetni domacini, jako prijatni i ljubazni.. Objekat je uredjen sa ukusom, sve je novo i jako cisto... Nase preporuke... Doci cemo ponovo sigurno. ",pozitivan,izuzetan domacina jako prijatan ljubazan objekat urediti ukus sav nov jako cisto preporuka dot ponovo siguran
Sve nam se dopalo apartman KIDA!,,10,Sve nam se dopalo apartman KIDA! ,pozitivan,sav dopasti apartman kid
"Apartman je isti kao na slikama, ima sve što je potrebno, i više. Čisto je, uredno je i na mirnoj lokaciji. Vlasnici su jako ljubazni, tu su bili za sve što je potrebno, dočekali su nas na ulazu na Zlatibor da nam daju ključ i sproveli do apartmana kako bi se lakše snašli iako smo došli kasno uveče nije im bio problem, sve preporuke :)",Sve je bilo kako treba.,10,"Apartman je isti kao na slikama, ima sve što je potrebno, i više. Čisto je, uredno je i na mirnoj lokaciji. Vlasnici su jako ljubazni, tu su bili za sve što je potrebno, dočekali su nas na ulazu na Zlatibor da nam daju ključ i sproveli do apartmana kako bi se lakše snašli iako smo došli kasno uveče nije im bio problem, sve preporuke :) Sve je bilo kako treba.",pozitivan,apartman isti kao slika imati sav potreban mnogo čisto uredan miran lokacija vlasnik jako ljubazan sav potreban dočekati ulaz zlatibor dati ključ sprovesti do apartman lako snaći doći kasno uveče problem sav preporuka sav trebati
"Čist, nov, ukusno uredjen apartman u lepom kraju. Divan pogled na zelenilo. Domaćini vedri i ljubazni ljudi, predusretljivo će vas otpratiti do apartmana i uputiti u sve mogućnosti na Zlatiboru. Potpuno smo zadovoljni!",Sve je bilo savršeno.,10,"Čist, nov, ukusno uredjen apartman u lepom kraju. Divan pogled na zelenilo. Domaćini vedri i ljubazni ljudi, predusretljivo će vas otpratiti do apartmana i uputiti u sve mogućnosti na Zlatiboru. Potpuno smo zadovoljni! Sve je bilo savršeno.",pozitivan,čist nov ukusno urediti apartman lepak kraj divati pogled zeleniti domaćina vedra ljubazan čovek predusretljivo otpratiti do apartman uputiti sav mogućnost zlatibor potpuno zadovoljan sav savršeno
"Divni domaćini, odličan smeštaj i lokacija. Svaka preporuka.",,10,"Divni domaćini, odličan smeštaj i lokacija. Svaka preporuka. ",pozitivan,divni domaćina odličan smeštaj lokacija svaki preporuka
"Apartman je odličan cist i udoban i ima sve sto vam je potrebno i vise od toga.Domacini su na visini zadatka, ko dodje bice prezadovoljan kao sto smo mi bili i dolazimo OPET.POZ OD MICE😀",,10,"Apartman je odličan cist i udoban i ima sve sto vam je potrebno i vise od toga.Domacini su na visini zadatka, ko dodje bice prezadovoljan kao sto smo mi bili i dolazimo OPET.POZ OD MICE😀 ",pozitivan,apartman odličan cist udoban imati sav sto potreban mnogo togadomacina visina zadatak dodjati bicati prezadovoljan kao sto dolaziti opetpoz mica
"Sve pohvale za domacine, vrlo ljubazni i prijatni. Stan je bio izuzetno cist, topao, mirisljav, opremljen apsolutno u detalj sa svim sitnicama kako u kuhinjskom delu, sobi, tako i u kupatilu. Zaista sve pohvale i preporuke. A mi se vidimo opet.",,10,"Sve pohvale za domacine, vrlo ljubazni i prijatni. Stan je bio izuzetno cist, topao, mirisljav, opremljen apsolutno u detalj sa svim sitnicama kako u kuhinjskom delu, sobi, tako i u kupatilu. Zaista sve pohvale i preporuke. A mi se vidimo opet. ",pozitivan,sav pohvati domacina ljubazan prijatan stan izuzetno cist topasti mirisljav opremiti apsolutno detalj sav sitnica kuhinjski deo soba kupatila zaista sav pohvati preporuka videti opet
"Čistoća,lokacija,apartman,vlasnici...sve je savršeno.Bili smo sa kucom,vlasnici su bili oduševljeni i.Sigurno dolazimo opet sa decom i kučetom.",Nema mane,10,"Čistoća,lokacija,apartman,vlasnici...sve je savršeno.Bili smo sa kucom,vlasnici su bili oduševljeni i.Sigurno dolazimo opet sa decom i kučetom. Nema mane",pozitivan,čistoćalokacijasnisne savršenobiti kucomvlasnik oduševiti isigurno dolaziti opet deca kučeta nemati mana
"Domaćini su fenomenalni u pitanju je presladak bračni par koji vam je na raspolaganju 24 sata. 
Ljubaznost, smeštaj, lokacija, aposlutno sve je za svaku preporuku. 
Mogućnost dolaska sa partnerom, prijateljima ili decom, u svakom slučaju ćete biti zadovoljni.",,10,"Domaćini su fenomenalni u pitanju je presladak bračni par koji vam je na raspolaganju 24 sata. 
Ljubaznost, smeštaj, lokacija, aposlutno sve je za svaku preporuku. 
Mogućnost dolaska sa partnerom, prijateljima ili decom, u svakom slučaju ćete biti zadovoljni. ",pozitivan,domaćina fenomenalan pitanje presladak bračan par raspolaganje sat ljubaznost smeštaj lokacija aposlutno sav svaki preporuka mogućnost dolazak partnera prijatelj deca svaki slučaj zadovoljan
"Odličan apartman. Čistoća na najvišem nivou. Terasa prelepa, krevet izuzetno udoban. Domaćini (bračni par) jako ljubazni (Bucka je bolja ;) ). Za preporuku, svakako. Mi ćemo ponovi biti njihovi gosti.",,10,"Odličan apartman. Čistoća na najvišem nivou. Terasa prelepa, krevet izuzetno udoban. Domaćini (bračni par) jako ljubazni (Bucka je bolja ;) ). Za preporuku, svakako. Mi ćemo ponovi biti njihovi gosti. ",pozitivan,odličan apartman čistoć visok nivo teras prelepati krevet izuzetno udoban domaćina bračan par jako ljubazan bucka dobar preporuka svakako ponoviti gost
"Stan je prelep,skockan,ukusno i kompletno opremljen. Domaćica je divna i predusretljiva. Jako prijatno iskustvo za nas. Velika preporuka, a mi se vraćamo ubrzo.",,10,"Stan je prelep,skockan,ukusno i kompletno opremljen. Domaćica je divna i predusretljiva. Jako prijatno iskustvo za nas. Velika preporuka, a mi se vraćamo ubrzo. ",pozitivan,stan prelepskockanusan kompletno opremiti domaćica divan predusretljiv jako prijatan iskustvo velik preporuka vraćati ubrzo
Sve usluge su za svaku pohvalu i preporuku,,10,Sve usluge su za svaku pohvalu i preporuku ,pozitivan,sav usluga svaki pohvala preporuka
"Sve je super,čisto i uredno.",,10,"Sve je super,čisto i uredno. ",pozitivan,sav superčisto uredan
"Apartman jos lepsi,nego na slikama.Sve pohvale.",,9,"Apartman jos lepsi,nego na slikama.Sve pohvale. ",pozitivan,apartman jos lepsinego slikamasva pohvati
Cista 10 tka!,,10,Cista 10 tka! ,pozitivan,cist tka
"Sve...i lubaznost,cistoca apartmana..svaka cast",,10,"Sve...i lubaznost,cistoca apartmana..svaka cast ",pozitivan,svei lubaznostcist apartmanasvak cast
"Prelep apartman,udoban i cist smestaj za svaku pohvalu. Domacini preljubazni. Za svaku preporuku. Docicemo ponovo",,10,"Prelep apartman,udoban i cist smestaj za svaku pohvalu. Domacini preljubazni. Za svaku preporuku. Docicemo ponovo ",pozitivan,prelep apartmanudoban cist smestaj svaki pohvala domacina preljubazan svaki preporuka dociti ponovo
"Apartman cist, uredan,opremljen svim potrebnim stvarima,aparatima,sudovima za normalno funkcionisanje. Domacini predusretljivi,ljubazni,24 sata na usluzi. Steta sto je zima pa nismo mogli da uzivamo na predivnoj terasi. Vraticemo se sigurno opet.",,10,"Apartman cist, uredan,opremljen svim potrebnim stvarima,aparatima,sudovima za normalno funkcionisanje. Domacini predusretljivi,ljubazni,24 sata na usluzi. Steta sto je zima pa nismo mogli da uzivamo na predivnoj terasi. Vraticemo se sigurno opet. ",pozitivan,apartman cist uredanopremljen sav potreban stvar aparatimasudov normalan funkcionisanje domacina predusretljivilazilan sat usluga steta sto zimati moći uzivati predivan teras vratiti siguran opet
"Domacini su izuzetno ljubazni i predusretljivi, a smestaj odise toplinom i prijatno je boraviti u njemu.","Zvucna izolacija je veoma losa, na sta domacini ne mogu da uticu. Cuju se komsije iznad kad pricaju, pomeraju stolice, rasklapaju lezaj itd.",10,"Domacini su izuzetno ljubazni i predusretljivi, a smestaj odise toplinom i prijatno je boraviti u njemu. Zvucna izolacija je veoma losa, na sta domacini ne mogu da uticu. Cuju se komsije iznad kad pricaju, pomeraju stolice, rasklapaju lezaj itd.",pozitivan,domacina izuzetno ljubazan predusretijiv smestaj odisati toplina prijatno boraviti zvucan izolacija veoma losa domacina moći utiti cuti komsija iznad kad pricati pomerati stolica rasklapati lezaj itd
"Lokacija je super
Mirno je
Sve je novo","Na bookingu je cena smestaja pisala 104 evra kad smo stigli u apartman vlasnici su nam naplatili 110 evra sto nije neka razlika ali zasto pise jedna cena a ljudi traze drugi iznos.
Stan je nov ali je jako lose rasporedjen. Nema mesta za odlaganje stvari.
Znali smo da je pet friendly ali nismo ocekivali da ce biti tako prvljavo, puno dlaka, dlake su bile svih mogucih duzina i boja ja sam morala da cistim apartman provetravam iznosim jastuke jorgane na terasu posto je sve bilo prljavo. Posteljina neka jeftina, sintetika, peskiri imaju fleke, nekvalitetni, skinuli smo posteljinu ispod ima zastita na krevetu koja je imala zute fleke. Znaci ispod kreveta 2cm prasine, dlaka…. Ja koja sam alergicna na sve to morala sam da uzmem tablete, i momak koji nije alergican i njemu je smetalo koliko dlaka i prasine ima.",3,"Lokacija je super
Mirno je
Sve je novo Na bookingu je cena smestaja pisala 104 evra kad smo stigli u apartman vlasnici su nam naplatili 110 evra sto nije neka razlika ali zasto pise jedna cena a ljudi traze drugi iznos.
Stan je nov ali je jako lose rasporedjen. Nema mesta za odlaganje stvari.
Znali smo da je pet friendly ali nismo ocekivali da ce biti tako prvljavo, puno dlaka, dlake su bile svih mogucih duzina i boja ja sam morala da cistim apartman provetravam iznosim jastuke jorgane na terasu posto je sve bilo prljavo. Posteljina neka jeftina, sintetika, peskiri imaju fleke, nekvalitetni, skinuli smo posteljinu ispod ima zastita na krevetu koja je imala zute fleke. Znaci ispod kreveta 2cm prasine, dlaka…. Ja koja sam alergicna na sve to morala sam da uzmem tablete, i momak koji nije alergican i njemu je smetalo koliko dlaka i prasine ima.",negativan,lokacija super miran sav nov booking cena smestja pisati evro kad stići apartman vlasnik naplatiti evro sto razlika zasto pisati cena čovek traziti drugi iznos stan nov jako lose rasporediti nemati mesto odlaganje stvar pet friendly ocekivati prvljavoti puno dlak dlaka sav moguc duzina boja morati cistiti apartman provetravati iznositi jastuka jorgan teras posto sav prljav posteljina jeftin sintetik peskir imati flekak nekvalitetan skinuti posteljina ispod imati zastita krevet imati zut fleka znaga ispod krevet cm prasina dlak alergican sav morati uzmeti tableta momak alergicati smetati koliko dlak prasina imati
"Osoblje je ljubazno, hostel je veoma prijatnog izgleda,odiše dobro ukombinovanim enterijerom,čisto je i uredno.Meni lično se dopalo što je usmeren ka novim idejama i identičan.U sklopu hostela se nalazi i pab uz otvoreno igranje igara kao što su pikado,šah,Sony...Sve preporuke",,10,"Osoblje je ljubazno, hostel je veoma prijatnog izgleda,odiše dobro ukombinovanim enterijerom,čisto je i uredno.Meni lično se dopalo što je usmeren ka novim idejama i identičan.U sklopu hostela se nalazi i pab uz otvoreno igranje igara kao što su pikado,šah,Sony...Sve preporuke ",pozitivan,osoblje ljubazan hostel veoma prijatan izgledaodiša dobro ukombinovan enterijeromčisto urednomen lično dopasti usmeriti nov ideja identičan sklop hostel nalaziti pasti otvoriti igranje igar kao pikadošahsonys preporuka
"Sve pohvale, ljubazno osoblje, sve cisto. Bez zamjerki!",,10,"Sve pohvale, ljubazno osoblje, sve cisto. Bez zamjerki! ",pozitivan,sav pohvati ljubazan osoblje sav cisto zamjerka
"Sve preporuke 
😍💪💪",,10,"Sve preporuke 
😍💪💪 ",pozitivan,sav preporuka
Apsolutno sve,Nema toga,10,Apsolutno sve Nema toga,pozitivan,apsolutno nemati
Lokacija odlicna,,10,Lokacija odlicna ,pozitivan,lokacija odlican
Zaposleni su bili I vise ne go uctivi. A krevet udoban.,Čistoča u wc I par stvari u sobi kao na primer prljava stolica I sto.,10,Zaposleni su bili I vise ne go uctivi. A krevet udoban. Čistoča u wc I par stvari u sobi kao na primer prljava stolica I sto.,pozitivan,zaposlen mnogo go uctiviti krevet udoban čistoč wc par stvar soba kao primer prljavati stolica sto
"Lokacija je pogodna, u širem smislu za posetioce koji dolaze u srcu grada na odmor.",,8,"Lokacija je pogodna, u širem smislu za posetioce koji dolaze u srcu grada na odmor. ",pozitivan,lokacija pogodan širok smisao posetilac dolaziti srce grad odmor
"Smestaj sjajan, osoblje ljubazno!!! 
Preporuka!!!",,10,"Smestaj sjajan, osoblje ljubazno!!! 
Preporuka!!! ",pozitivan,smestati sjajan osoblje ljubazan preporuka
Domaćinski doček i uredan tuš sa toplom vodom...,"Nema ništa što bih naveo, sve je bilo u redu...",8,"Domaćinski doček i uredan tuš sa toplom vodom... Nema ništa što bih naveo, sve je bilo u redu...",pozitivan,domaćinski doček uredan tuš topao voda nemati ništa navesti sav red
"Ljudi na recepciji od jako velike koristi,preljubazni.Osecala sam se kao kod kuce.Na samom prijemu sam dobila kolacic i kafu,a uvece su organizovali druzenje u pabu uz posluzenje,palacinke,caj,kafa,igre.Sve preporuke za hostel.Hvala na svemu dobri ljudi.",,10,"Ljudi na recepciji od jako velike koristi,preljubazni.Osecala sam se kao kod kuce.Na samom prijemu sam dobila kolacic i kafu,a uvece su organizovali druzenje u pabu uz posluzenje,palacinke,caj,kafa,igre.Sve preporuke za hostel.Hvala na svemu dobri ljudi. ",pozitivan,čovek recepcija jako velik koristipreljuzazniosec kao kod kucena prijem kolacic kafua uveca organizovati druzenje pab posluzenjepacijaceskafvo preporuka hostelhvati dobar čovek
"Sve. Na samoj prijavnici imate osecaj kao da dolazite kod dobrog starog prijatelja koga dugo niste videli. Lokacija topina da ne moze vise, na samom ulazu u sredisnji deo Skadarske. 10+",,10,"Sve. Na samoj prijavnici imate osecaj kao da dolazite kod dobrog starog prijatelja koga dugo niste videli. Lokacija topina da ne moze vise, na samom ulazu u sredisnji deo Skadarske. 10+ ",pozitivan,sav prijavnik imati osecaj kao dolaziti kod dobar star prijatelj dugo videti lokacija topina moći vise ulaz sredisnji deo skadarski
Fantastičan hostel u svakom pogledu.,,10,Fantastičan hostel u svakom pogledu. ,pozitivan,fantastičan hostel svaki pogled
"Sve u najboljem redu, lokacija , cena , osoblje izuzetno prijatno. Preporuka svima da koriste ovaj hostel...",,10,"Sve u najboljem redu, lokacija , cena , osoblje izuzetno prijatno. Preporuka svima da koriste ovaj hostel... ",pozitivan,dobar red lokacija cena osoblje izuzetno prijatan preporuka sav koristiti ovaj hostel
"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂",Sve je bilo u redu.,6,"Dobra lokacija,mirno,čisto,odlicni prekrivači 🙂 Sve je bilo u redu.",neutralan,dobar lokacijamirnočistican prekrivač sav red
